$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,9bab3c02b932c3477e1f0e7b
$COL,BARO,time,pressure,temperature
$UNIT,BARO,s,Pa,deg C
$COL,HUM,time,humidity,temperature
$UNIT,HUM,s,percent,deg C
$COL,MAG,time,x,y,z,temperature
$UNIT,MAG,s,gauss,gauss,gauss,deg C
$COL,IMU,time,wx,wy,wz,ax,ay,az,temperature
$UNIT,IMU,s,deg/s,deg/s,deg/s,g,g,g,deg C
$COL,TIME,time,tow,week
$UNIT,TIME,s,s,
$COL,VBAT,time,voltage
$UNIT,VBAT,s,volt
$DATA
$HUM,105484.221,43.3,21.1
$BARO,105484.241,96273.35,22.06
$BARO,105484.282,96259.38,22.05
$VBAT,105484.284,3.895
$IMU,105484.289,-0.183,0.488,-0.183,0.00634,0.81152,0.63769,21.61
$HUM,105484.302,43.3,21.1
$MAG,105484.306,0.024,0.030,-0.022,19.2
$BARO,105484.323,96268.28,22.07
$TIME,105484.354,593818.000,2305
$BARO,105484.364,96264.21,22.06
$IMU,105484.364,-0.183,0.488,-0.183,0.00634,0.81201,0.63769,21.64
$HUM,105484.384,43.1,21.2
$BARO,105484.404,96261.11,22.06
$MAG,105484.406,0.016,0.043,-0.024,19.3
$IMU,105484.440,-0.183,0.549,-0.183,0.00683,0.81250,0.63769,21.62
$BARO,105484.445,96259.55,22.06
$HUM,105484.465,43.3,21.1
$BARO,105484.486,96269.28,22.06
$MAG,105484.506,0.018,0.028,-0.016,19.0
$IMU,105484.515,-0.183,0.488,-0.183,0.00683,0.81201,0.63720,21.62
$BARO,105484.526,96263.84,22.06
$HUM,105484.546,43.3,21.1
$BARO,105484.567,96271.20,22.06
$IMU,105484.591,-0.183,0.488,-0.183,0.00683,0.81152,0.63769,21.61
$MAG,105484.607,0.024,0.037,-0.022,19.0
$BARO,105484.608,96253.92,22.06
$HUM,105484.627,43.2,21.1
$BARO,105484.649,96268.08,22.07
$IMU,105484.666,-0.183,0.488,-0.183,0.00634,0.81201,0.63769,21.61
$BARO,105484.689,96259.16,22.06
$MAG,105484.707,0.030,0.036,-0.021,19.4
$HUM,105484.708,43.2,21.1
$BARO,105484.730,96265.96,22.07
$IMU,105484.742,-0.183,0.488,-0.183,0.00634,0.81152,0.63720,21.59
$BARO,105484.771,96260.92,22.06
$HUM,105484.790,43.2,21.1
$MAG,105484.807,0.030,0.036,-0.022,19.2
$BARO,105484.811,96256.26,22.06
$IMU,105484.818,-0.183,0.488,-0.183,0.00683,0.81201,0.63769,21.63
$BARO,105484.852,96256.43,22.07
$HUM,105484.871,43.2,21.1
$BARO,105484.893,96263.82,22.06
$IMU,105484.893,-0.183,0.549,-0.183,0.00683,0.81201,0.63671,21.65
$MAG,105484.907,0.018,0.037,-0.019,19.4
$BARO,105484.934,96270.62,22.06
$HUM,105484.952,43.3,21.1
$IMU,105484.969,-0.183,0.488,-0.183,0.00732,0.81152,0.63769,21.63
$BARO,105484.974,96266.16,22.07
$MAG,105485.007,0.019,0.037,-0.019,19.2
$BARO,105485.015,96263.06,22.06
$HUM,105485.033,43.4,21.1
$IMU,105485.044,-0.183,0.488,-0.183,0.00683,0.81152,0.63769,21.64
$BARO,105485.056,96265.57,22.07
$BARO,105485.096,96262.26,22.06
$MAG,105485.107,0.021,0.037,-0.027,19.2
$HUM,105485.114,43.3,21.1
$IMU,105485.120,-0.183,0.488,-0.183,0.00683,0.81152,0.63720,21.62
$BARO,105485.137,96267.52,22.06
$BARO,105485.178,96264.21,22.07
$IMU,105485.195,-0.183,0.488,-0.183,0.00634,0.81201,0.63769,21.57
$HUM,105485.196,43.1,21.1
$MAG,105485.207,0.027,0.040,-0.024,19.4
$BARO,105485.219,96266.13,22.07
$BARO,105485.259,96266.94,22.07
$IMU,105485.271,-0.183,0.488,-0.183,0.00585,0.81152,0.63720,21.61
$HUM,105485.277,43.3,21.2
$VBAT,105485.291,3.889
$BARO,105485.300,96252.36,22.07
$MAG,105485.307,0.028,0.037,-0.024,19.2
$BARO,105485.341,96268.28,22.07
$IMU,105485.346,-0.183,0.488,-0.183,0.00683,0.81201,0.63769,21.58
$TIME,105485.354,593819.000,2305
$HUM,105485.358,43.2,21.1
$BARO,105485.381,96264.60,22.07
$MAG,105485.407,0.021,0.036,-0.019,19.0
$IMU,105485.422,-0.183,0.488,-0.183,0.00683,0.81201,0.63769,21.58
$BARO,105485.422,96261.28,22.07
$HUM,105485.439,43.3,21.1
$BARO,105485.463,96262.45,22.07
$IMU,105485.497,-0.183,0.488,-0.183,0.00634,0.81152,0.63720,21.63
$BARO,105485.504,96262.65,22.07
$MAG,105485.507,0.022,0.036,-0.022,19.3
$HUM,105485.520,43.2,21.1
$BARO,105485.544,96257.80,22.07
$IMU,105485.573,-0.183,0.488,-0.183,0.00585,0.81152,0.63720,21.65
$BARO,105485.585,96265.18,22.07
$HUM,105485.601,43.3,21.2
$MAG,105485.607,0.028,0.043,-0.024,18.9
$BARO,105485.626,96257.97,22.07
$IMU,105485.648,-0.183,0.488,-0.183,0.00683,0.81201,0.63769,21.63
$BARO,105485.667,96263.62,22.07
$HUM,105485.683,43.2,21.1
$BARO,105485.707,96255.07,22.07
$MAG,105485.708,0.024,0.039,-0.025,19.2
$IMU,105485.724,-0.183,0.488,-0.183,0.00683,0.81152,0.63818,21.66
$BARO,105485.748,96264.21,22.07
$HUM,105485.764,43.3,21.2
$BARO,105485.789,96262.26,22.07
$IMU,105485.799,-0.183,0.549,-0.183,0.00683,0.81152,0.63720,21.57
$MAG,105485.808,0.022,0.037,-0.019,19.4
$BARO,105485.829,96255.85,22.07
$HUM,105485.845,43.1,21.1
$BARO,105485.870,96263.40,22.07
$IMU,105485.875,-0.183,0.488,-0.183,0.00732,0.81152,0.63769,21.61
$MAG,105485.908,0.027,0.037,-0.016,19.3
$BARO,105485.911,96263.01,22.07
$HUM,105485.926,43.3,21.1
$IMU,105485.951,-0.183,0.488,-0.183,0.00683,0.81201,0.63769,21.63
$BARO,105485.952,96263.99,22.07
$BARO,105485.992,96255.07,22.07
$HUM,105486.007,43.2,21.1
$MAG,105486.008,0.024,0.031,-0.024,19.3
$IMU,105486.026,-0.183,0.488,-0.183,0.00634,0.81152,0.63818,21.61
$BARO,105486.033,96263.01,22.07
$BARO,105486.074,96255.85,22.07
$HUM,105486.089,43.2,21.2
$IMU,105486.102,-0.183,0.488,-0.183,0.00634,0.81201,0.63720,21.63
$MAG,105486.108,0.028,0.037,-0.022,19.4
$BARO,105486.115,96258.58,22.07
$BARO,105486.155,96262.62,22.07
$HUM,105486.170,43.2,21.2
$IMU,105486.177,-0.183,0.488,-0.183,0.00732,0.81201,0.63720,21.60
$BARO,105486.196,96261.09,22.07
$MAG,105486.208,0.031,0.039,-0.021,19.4
$BARO,105486.237,96266.50,22.08
$HUM,105486.251,43.3,21.1
$IMU,105486.253,-0.183,0.549,-0.183,0.00634,0.81152,0.63720,21.67
$BARO,105486.277,96250.00,22.08
$VBAT,105486.299,3.884
$MAG,105486.308,0.022,0.040,-0.019,19.0
$BARO,105486.318,96265.16,22.07
$IMU,105486.328,-0.183,0.488,-0.183,0.00683,0.81250,0.63720,21.65
$HUM,105486.332,43.2,21.1
$TIME,105486.354,593820.000,2305
$BARO,105486.359,96256.41,22.07
$BARO,105486.400,96258.55,22.07
$IMU,105486.404,-0.183,0.549,-0.183,0.00634,0.81201,0.63671,21.67
$MAG,105486.408,0.016,0.031,-0.022,19.4
$HUM,105486.413,43.2,21.2
$BARO,105486.440,96262.04,22.07
$IMU,105486.479,-0.183,0.549,-0.183,0.00683,0.81152,0.63720,21.67
$BARO,105486.481,96257.58,22.07
$HUM,105486.495,43.2,21.1
$MAG,105486.508,0.025,0.039,-0.028,19.4
$BARO,105486.522,96254.65,22.08
$IMU,105486.555,-0.183,0.549,-0.183,0.00634,0.81152,0.63720,21.63
$BARO,105486.562,96260.09,22.08
$HUM,105486.576,43.2,21.1
$BARO,105486.603,96261.45,22.08
$MAG,105486.608,0.025,0.037,-0.024,19.3
$IMU,105486.630,-0.183,0.488,-0.183,0.00683,0.81103,0.63720,21.61
$BARO,105486.644,96257.97,22.08
$HUM,105486.657,43.1,21.1
$BARO,105486.685,96258.16,22.08
$IMU,105486.706,-0.183,0.488,-0.183,0.00634,0.81152,0.63769,21.64
$MAG,105486.708,0.024,0.037,-0.024,19.3
$BARO,105486.725,96259.53,22.07
$HUM,105486.738,43.0,21.1
$BARO,105486.766,96257.38,22.08
$IMU,105486.781,-0.183,0.549,-0.183,0.00585,0.81201,0.63720,21.65
$BARO,105486.807,96262.43,22.08
$MAG,105486.808,0.025,0.042,-0.024,19.4
$HUM,105486.819,43.2,21.2
$BARO,105486.847,96255.43,22.08
$IMU,105486.857,-0.183,0.488,-0.183,0.00634,0.81152,0.63720,21.61
$BARO,105486.888,96257.97,22.08
$HUM,105486.901,43.2,21.1
$MAG,105486.908,0.028,0.040,-0.027,19.4
$BARO,105486.929,96258.31,22.09
$IMU,105486.932,-0.183,0.488,-0.183,0.00634,0.81201,0.63720,21.68
$BARO,105486.970,96256.60,22.08
$HUM,105486.982,43.2,21.1
$IMU,105487.008,-0.183,0.488,-0.183,0.00683,0.81152,0.63720,21.61
$MAG,105487.009,0.018,0.031,-0.018,19.2
$BARO,105487.010,96269.20,22.08
$BARO,105487.051,96261.45,22.08
$HUM,105487.063,43.3,21.1
$IMU,105487.084,-0.183,0.488,-0.183,0.00634,0.81201,0.63720,21.65
$BARO,105487.092,96255.21,22.08
$MAG,105487.109,0.024,0.045,-0.025,19.3
$BARO,105487.132,96260.26,22.09
$HUM,105487.144,43.3,21.1
$IMU,105487.159,-0.183,0.488,-0.183,0.00683,0.81201,0.63720,21.65
$BARO,105487.173,96256.58,22.08
$MAG,105487.209,0.021,0.042,-0.025,19.2
$BARO,105487.214,96264.13,22.09
$HUM,105487.225,43.1,21.1
$IMU,105487.235,-0.183,0.488,-0.183,0.00683,0.81152,0.63720,21.61
$BARO,105487.255,96262.99,22.08
$BARO,105487.295,96262.01,22.08
$HUM,105487.307,43.2,21.1
$MAG,105487.309,0.016,0.033,-0.024,19.2
$IMU,105487.310,-0.183,0.488,-0.183,0.00683,0.81152,0.63769,21.63
$VBAT,105487.331,3.900
$BARO,105487.336,96263.77,22.08
$TIME,105487.354,593821.000,2305
$BARO,105487.377,96255.99,22.08
$IMU,105487.386,-0.183,0.549,-0.183,0.00585,0.81201,0.63769,21.66
$HUM,105487.388,43.3,21.1
$MAG,105487.409,0.024,0.033,-0.021,19.2
$BARO,105487.418,96260.09,22.08
$BARO,105487.458,96257.55,22.08
$IMU,105487.461,-0.183,0.488,-0.183,0.00585,0.81201,0.63769,21.59
$HUM,105487.469,43.3,21.1
$BARO,105487.499,96264.16,22.08
$MAG,105487.509,0.030,0.034,-0.019,19.4
$IMU,105487.537,-0.183,0.549,-0.183,0.00683,0.81201,0.63720,21.65
$BARO,105487.540,96263.74,22.09
$HUM,105487.550,43.3,21.1
$BARO,105487.580,96260.28,22.08
$MAG,105487.609,0.024,0.042,-0.028,19.3
$IMU,105487.612,-0.183,0.488,-0.183,0.00683,0.81152,0.63720,21.61
$BARO,105487.621,96265.50,22.09
$HUM,105487.631,43.3,21.2
$BARO,105487.662,96245.90,22.08
$IMU,105487.688,-0.183,0.488,-0.183,0.00683,0.81152,0.63769,21.67
$BARO,105487.703,96258.89,22.09
$MAG,105487.709,0.024,0.036,-0.019,19.2
$HUM,105487.713,43.3,21.2
$BARO,105487.743,96260.65,22.08
$IMU,105487.763,-0.183,0.549,-0.183,0.00537,0.81201,0.63720,21.67
$BARO,105487.784,96269.59,22.08
$HUM,105487.794,43.2,21.1
$MAG,105487.809,0.019,0.033,-0.030,19.4
$BARO,105487.825,96252.29,22.08
$IMU,105487.839,-0.183,0.488,-0.183,0.00634,0.81201,0.63720,21.61
$BARO,105487.865,96255.60,22.08
$HUM,105487.875,43.2,21.2
$BARO,105487.906,96255.41,22.09
$MAG,105487.909,0.021,0.033,-0.030,19.3
$IMU,105487.914,-0.183,0.488,-0.183,0.00634,0.81152,0.63769,21.62
$BARO,105487.947,96254.04,22.09
$HUM,105487.956,43.3,21.1
$BARO,105487.988,96258.89,22.09
$IMU,105487.990,-0.183,0.549,-0.183,0.00732,0.81298,0.63769,21.65
$MAG,105488.009,0.024,0.037,-0.019,19.3
$BARO,105488.028,96264.33,22.09
$HUM,105488.037,43.1,21.1
$IMU,105488.065,-0.183,0.488,-0.183,0.00732,0.81201,0.63671,21.64
$BARO,105488.069,96270.54,22.09
$BARO,105488.110,96255.21,22.09
$MAG,105488.110,0.027,0.033,-0.024,19.3
$HUM,105488.119,43.3,21.1
$IMU,105488.141,-0.183,0.488,-0.183,0.00634,0.81250,0.63720,21.61
$BARO,105488.150,96257.92,22.09
$BARO,105488.191,96256.77,22.09
$HUM,105488.200,43.3,21.2
$MAG,105488.210,0.034,0.033,-0.021,19.3
$IMU,105488.217,-0.183,0.488,-0.183,0.00634,0.81250,0.63769,21.67
$BARO,105488.232,96258.11,22.09
$BARO,105488.273,96259.09,22.09
$HUM,105488.281,43.1,21.2
$IMU,105488.292,-0.183,0.488,-0.183,0.00683,0.81201,0.63769,21.67
$MAG,105488.310,0.027,0.036,-0.030,19.0
$BARO,105488.313,96255.80,22.09
$VBAT,105488.337,3.893
$BARO,105488.354,96258.11,22.09
$TIME,105488.354,593822.000,2305
$HUM,105488.362,43.3,21.2
$IMU,105488.368,-0.183,0.488,-0.183,0.00634,0.81201,0.63769,21.68
$BARO,105488.395,96264.52,22.09
$MAG,105488.410,0.027,0.040,-0.019,19.4
$BARO,105488.435,96263.74,22.09
$HUM,105488.443,43.2,21.1
$IMU,105488.443,-0.183,0.488,-0.183,0.00634,0.81152,0.63769,21.62
$BARO,105488.476,96254.60,22.09
$MAG,105488.510,0.024,0.030,-0.022,19.2
$BARO,105488.517,96262.21,22.09
$IMU,105488.519,-0.183,0.549,-0.183,0.00634,0.81201,0.63769,21.66
$HUM,105488.525,43.2,21.2
$BARO,105488.558,96259.65,22.09
$IMU,105488.594,-0.183,0.549,-0.183,0.00634,0.81201,0.63720,21.61
$BARO,105488.598,96267.81,22.09
$HUM,105488.606,43.2,21.2
$MAG,105488.610,0.016,0.037,-0.024,19.3
$BARO,105488.639,96254.02,22.09
$IMU,105488.670,-0.183,0.549,-0.183,0.00683,0.81152,0.63720,21.65
$BARO,105488.680,96263.35,22.09
$HUM,105488.687,43.2,21.2
$MAG,105488.710,0.024,0.037,-0.019,19.3
$BARO,105488.720,96258.31,22.08
$IMU,105488.745,-0.183,0.488,-0.122,0.00634,0.81201,0.63720,21.67
$BARO,105488.761,96264.91,22.09
$HUM,105488.768,43.3,21.2
$BARO,105488.802,96271.13,22.09
$MAG,105488.810,0.021,0.033,-0.021,19.4
$IMU,105488.821,-0.183,0.488,-0.183,0.00585,0.81201,0.63720,21.63
$BARO,105488.843,96253.24,22.09
$HUM,105488.849,43.2,21.2
$BARO,105488.883,96259.48,22.09
$IMU,105488.896,-0.183,0.549,-0.183,0.00634,0.81201,0.63720,21.65
$MAG,105488.910,0.024,0.036,-0.021,19.3
$BARO,105488.924,96257.16,22.09
$HUM,105488.931,43.2,21.2
$BARO,105488.965,96253.04,22.10
$IMU,105488.972,-0.183,0.488,-0.183,0.00683,0.81201,0.63671,21.67
$BARO,105489.005,96260.43,22.10
$MAG,105489.011,0.022,0.040,-0.018,18.9
$HUM,105489.012,43.2,21.2
$BARO,105489.046,96264.33,22.09
$IMU,105489.047,-0.183,0.488,-0.183,0.00634,0.81201,0.63769,21.65
$BARO,105489.087,96261.01,22.09
$HUM,105489.093,43.3,21.2
$MAG,105489.111,0.028,0.040,-0.019,19.5
$IMU,105489.123,-0.183,0.488,-0.183,0.00683,0.81152,0.63720,21.63
$BARO,105489.128,96266.06,22.10
$BARO,105489.168,96263.91,22.10
$HUM,105489.174,43.3,21.1
$IMU,105489.198,-0.183,0.549,-0.183,0.00683,0.81152,0.63720,21.68
$BARO,105489.209,96261.21,22.09
$MAG,105489.211,0.019,0.040,-0.016,19.4
$BARO,105489.250,96254.77,22.10
$HUM,105489.256,43.3,21.2
$IMU,105489.274,-0.183,0.488,-0.183,0.00683,0.81152,0.63720,21.65
$BARO,105489.290,96261.38,22.10
$MAG,105489.311,0.019,0.031,-0.024,19.3
$BARO,105489.331,96255.19,22.09
$HUM,105489.337,43.2,21.2
$VBAT,105489.344,3.897
$IMU,105489.350,-0.183,0.488,-0.183,0.00683,0.81201,0.63720,21.65
$TIME,105489.354,593823.000,2305
$BARO,105489.372,96263.33,22.10
$MAG,105489.411,0.019,0.034,-0.021,19.4
$BARO,105489.413,96259.04,22.10
$HUM,105489.418,43.1,21.2
$IMU,105489.425,-0.183,0.488,-0.183,0.00683,0.81152,0.63720,21.67
$BARO,105489.453,96263.33,22.10
$BARO,105489.494,96263.33,22.10
$HUM,105489.499,43.3,21.2
$IMU,105489.501,-0.183,0.488,-0.183,0.00683,0.81201,0.63769,21.67
$MAG,105489.511,0.022,0.030,-0.025,19.2
$BARO,105489.535,96251.29,22.10
$BARO,105489.575,96259.84,22.10
$IMU,105489.576,-0.183,0.488,-0.183,0.00634,0.81152,0.63769,21.67
$HUM,105489.580,43.2,21.1
$MAG,105489.611,0.027,0.033,-0.019,19.4
$BARO,105489.616,96250.51,22.10
$IMU,105489.652,-0.183,0.488,-0.183,0.00634,0.81201,0.63720,21.66
$BARO,105489.657,96263.52,22.10
$HUM,105489.662,43.1,21.1
$BARO,105489.698,96253.82,22.10
$MAG,105489.711,0.028,0.031,-0.028,19.4
$IMU,105489.727,-0.183,0.549,-0.183,0.00634,0.81152,0.63720,21.61
$BARO,105489.738,96257.50,22.10
$HUM,105489.743,43.2,21.2
$BARO,105489.779,96255.55,22.10
$IMU,105489.803,-0.183,0.488,-0.183,0.00683,0.81152,0.63671,21.67
$MAG,105489.811,0.021,0.037,-0.022,19.4
$BARO,105489.820,96255.55,22.10
$HUM,105489.824,43.2,21.2
$BARO,105489.860,96254.21,22.10
$IMU,105489.878,-0.183,0.488,-0.183,0.00585,0.81201,0.63720,21.67
$BARO,105489.901,96261.96,22.10
$HUM,105489.905,43.2,21.2
$MAG,105489.911,0.019,0.036,-0.024,19.4
$BARO,105489.942,96258.09,22.10
$IMU,105489.954,-0.183,0.549,-0.183,0.00634,0.81201,0.63769,21.68
$BARO,105489.983,96257.09,22.10
$HUM,105489.986,43.1,21.2
$MAG,105490.011,0.021,0.034,-0.016,19.4
$BARO,105490.023,96260.99,22.10
$IMU,105490.029,-0.183,0.549,-0.183,0.00683,0.81201,0.63720,21.66
$BARO,105490.064,96259.82,22.10
$HUM,105490.068,43.3,21.2
$BARO,105490.105,96261.94,22.10
$IMU,105490.105,-0.183,0.488,-0.183,0.00634,0.81152,0.63720,21.68
$MAG,105490.112,0.024,0.037,-0.022,19.0
$BARO,105490.145,96264.89,22.10
$HUM,105490.149,43.1,21.2
$IMU,105490.180,-0.183,0.549,-0.183,0.00634,0.81250,0.63720,21.65
$BARO,105490.186,96270.52,22.10
$MAG,105490.212,0.031,0.042,-0.025,19.4
$BARO,105490.227,96263.50,22.11
$HUM,105490.230,43.3,21.2
$IMU,105490.256,-0.183,0.488,-0.183,0.00634,0.81250,0.63671,21.65
$BARO,105490.268,96259.99,22.11
$BARO,105490.308,96255.94,22.10
$HUM,105490.311,43.2,21.2
$MAG,105490.312,0.018,0.036,-0.025,19.3
$IMU,105490.331,-0.183,0.488,-0.183,0.00683,0.81201,0.63769,21.67
$BARO,105490.349,96274.59,22.10
$VBAT,105490.350,3.913
$TIME,105490.354,593824.000,2305
$BARO,105490.390,96254.94,22.11
$HUM,105490.392,43.2,21.2
$IMU,105490.407,-0.183,0.488,-0.183,0.00634,0.81250,0.63769,21.63
$MAG,105490.412,0.027,0.046,-0.021,19.4
$BARO,105490.431,96262.55,22.10
$BARO,105490.471,96258.09,22.10
$HUM,105490.474,43.2,21.2
$IMU,105490.483,-0.183,0.488,-0.183,0.00683,0.81201,0.63720,21.64
$BARO,105490.512,96261.18,22.10
$MAG,105490.512,0.027,0.031,-0.028,19.3
$BARO,105490.553,96253.99,22.11
$HUM,105490.555,43.2,21.2
$IMU,105490.558,-0.183,0.549,-0.183,0.00683,0.81152,0.63720,21.67
$BARO,105490.593,96254.75,22.11
$MAG,105490.612,0.027,0.031,-0.018,19.3
$BARO,105490.634,96262.72,22.10
$IMU,105490.634,-0.183,0.549,-0.183,0.00683,0.81201,0.63720,21.64
$HUM,105490.636,43.1,21.2
$BARO,105490.675,96251.85,22.11
$IMU,105490.709,-0.183,0.488,-0.183,0.00634,0.81201,0.63769,21.65
$MAG,105490.712,0.009,0.036,-0.021,19.4
$BARO,105490.716,96258.26,22.10
$HUM,105490.717,43.1,21.2
$BARO,105490.756,96259.43,22.11
$IMU,105490.785,-0.183,0.488,-0.183,0.00683,0.81201,0.63769,21.69
$BARO,105490.797,96253.80,22.11
$HUM,105490.799,43.2,21.2
$MAG,105490.812,0.015,0.039,-0.025,19.4
$BARO,105490.838,96249.31,22.11
$IMU,105490.860,-0.183,0.549,-0.183,0.00634,0.81152,0.63769,21.63
$BARO,105490.879,96261.36,22.11
$HUM,105490.880,43.1,21.2
$MAG,105490.912,0.016,0.034,-0.018,19.4
$BARO,105490.919,96257.28,22.11
$IMU,105490.936,-0.183,0.488,-0.183,0.00634,0.81152,0.63769,21.67
$BARO,105490.960,96264.48,22.11
$HUM,105490.961,43.2,21.2
$BARO,105491.001,96265.65,22.11
$IMU,105491.011,-0.183,0.549,-0.183,0.00683,0.81201,0.63720,21.72
$MAG,105491.013,0.021,0.039,-0.022,19.2
$BARO,105491.041,96252.99,22.11
$HUM,105491.042,43.3,21.2
$BARO,105491.082,96258.63,22.11
$IMU,105491.087,-0.183,0.488,-0.183,0.00634,0.81201,0.63769,21.65
$MAG,105491.113,0.013,0.045,-0.021,19.3
$BARO,105491.123,96258.45,22.11
$HUM,105491.123,43.3,21.2
$IMU,105491.162,-0.183,0.488,-0.183,0.00585,0.81250,0.63671,21.69
$BARO,105491.164,96261.36,22.11
$BARO,105491.204,96250.29,22.11
$HUM,105491.205,43.3,21.2
$MAG,105491.213,0.033,0.036,-0.025,19.4
$IMU,105491.238,-0.183,0.488,-0.183,0.00683,0.81250,0.63769,21.67
$BARO,105491.245,96264.09,22.11
$BARO,105491.286,96261.75,22.11
$HUM,105491.286,43.1,21.2
$MAG,105491.313,0.025,0.031,-0.018,19.4
$IMU,105491.313,-0.183,0.488,-0.183,0.00585,0.81201,0.63720,21.67
$BARO,105491.326,96260.97,22.11
$TIME,105491.354,593825.000,2305
$VBAT,105491.355,3.892
$BARO,105491.367,96260.58,22.11
$HUM,105491.367,43.2,21.2
$IMU,105491.389,-0.183,0.488,-0.183,0.00683,0.81201,0.63720,21.64
$BARO,105491.408,96259.99,22.11
$MAG,105491.413,0.018,0.042,-0.019,19.4
$HUM,105491.448,43.2,21.2
$BARO,105491.449,96263.70,22.11
$IMU,105491.464,-0.183,0.488,-0.183,0.00585,0.81152,0.63720,21.66
$BARO,105491.489,96260.77,22.11
$MAG,105491.513,0.022,0.034,-0.025,19.3
$HUM,105491.529,43.2,21.2
$BARO,105491.530,96264.06,22.11
$IMU,105491.540,-0.183,0.549,-0.183,0.00683,0.81152,0.63720,21.70
$BARO,105491.571,96261.55,22.11
$BARO,105491.611,96264.26,22.12
$HUM,105491.611,43.1,21.2
$MAG,105491.613,0.031,0.045,-0.033,19.0
$IMU,105491.616,-0.183,0.488,-0.183,0.00634,0.81201,0.63720,21.68
$BARO,105491.652,96267.38,22.11
$IMU,105491.691,-0.183,0.488,-0.183,0.00585,0.81201,0.63769,21.70
$HUM,105491.692,43.2,21.2
$BARO,105491.693,96263.48,22.11
$MAG,105491.714,0.022,0.036,-0.019,19.4
$BARO,105491.734,96258.43,22.11
$IMU,105491.767,-0.183,0.488,-0.183,0.00683,0.81152,0.63769,21.69
$HUM,105491.773,43.2,21.2
$BARO,105491.774,96266.40,22.11
$MAG,105491.814,0.013,0.042,-0.030,19.0
$BARO,105491.815,96259.99,22.12
$IMU,105491.842,-0.183,0.488,-0.183,0.00634,0.81201,0.63720,21.67
$HUM,105491.854,43.1,21.2
$BARO,105491.856,96263.87,22.12
$BARO,105491.896,96253.77,22.11
$MAG,105491.914,0.027,0.033,-0.022,19.3
$IMU,105491.918,-0.183,0.488,-0.183,0.00732,0.81250,0.63671,21.68
$HUM,105491.936,43.1,21.2
$BARO,105491.937,96269.11,22.12
$BARO,105491.978,96267.35,22.12
$IMU,105491.993,-0.183,0.549,-0.183,0.00683,0.81201,0.63720,21.67
$MAG,105492.014,0.019,0.039,-0.024,19.4
$HUM,105492.017,43.2,21.2
$BARO,105492.019,96253.17,22.12
$BARO,105492.059,96254.94,22.11
$IMU,105492.069,-0.183,0.488,-0.183,0.00634,0.81201,0.63769,21.68
$HUM,105492.098,43.2,21.2
$BARO,105492.100,96256.70,22.11
$MAG,105492.114,0.027,0.034,-0.028,19.4
$BARO,105492.141,96259.60,22.11
$IMU,105492.144,-0.183,0.488,-0.183,0.00683,0.81152,0.63720,21.71
$HUM,105492.179,43.1,21.2
$BARO,105492.182,96259.80,22.12
$MAG,105492.214,0.019,0.034,-0.018,19.2
$IMU,105492.220,-0.183,0.488,-0.183,0.00634,0.81201,0.63769,21.64
$BARO,105492.222,96256.29,22.12
$HUM,105492.260,43.1,21.2
$BARO,105492.263,96260.16,22.12
$IMU,105492.295,-0.183,0.488,-0.183,0.00683,0.81152,0.63769,21.69
$BARO,105492.304,96262.70,22.12
$MAG,105492.314,0.027,0.042,-0.024,19.4
$HUM,105492.342,43.1,21.2
$BARO,105492.344,96265.60,22.12
$TIME,105492.354,593826.000,2305
$VBAT,105492.358,3.887
$IMU,105492.371,-0.183,0.549,-0.183,0.00683,0.81103,0.63769,21.69
$BARO,105492.385,96266.77,22.12
$MAG,105492.414,0.019,0.031,-0.028,19.4
$HUM,105492.423,43.2,21.2
$BARO,105492.426,96258.43,22.12
$IMU,105492.446,-0.183,0.488,-0.183,0.00683,0.81152,0.63769,21.67
$BARO,105492.467,96256.87,22.12
$HUM,105492.504,43.1,21.2
$BARO,105492.507,96257.65,22.12
$MAG,105492.514,0.031,0.037,-0.028,19.3
$IMU,105492.522,-0.183,0.488,-0.183,0.00634,0.81152,0.63720,21.67
$BARO,105492.548,96257.26,22.12
$HUM,105492.585,43.2,21.2
$BARO,105492.589,96254.34,22.12
$IMU,105492.597,-0.183,0.549,-0.183,0.00683,0.81201,0.63720,21.66
$MAG,105492.614,0.025,0.039,-0.028,19.4
$BARO,105492.629,96258.41,22.12
$HUM,105492.666,43.2,21.2
$BARO,105492.670,96260.16,22.12
$IMU,105492.673,-0.183,0.488,-0.183,0.00634,0.81201,0.63720,21.69
$BARO,105492.711,96263.84,22.12
$MAG,105492.715,0.016,0.039,-0.022,19.0
$HUM,105492.748,43.1,21.2
$IMU,105492.749,-0.183,0.549,-0.183,0.00683,0.81152,0.63720,21.68
$BARO,105492.752,96256.29,22.12
$BARO,105492.792,96267.74,22.12
$MAG,105492.815,0.030,0.027,-0.018,19.0
$IMU,105492.824,-0.183,0.488,-0.183,0.00634,0.81201,0.63769,21.70
$HUM,105492.829,43.1,21.2
$BARO,105492.833,96265.60,22.12
$BARO,105492.874,96258.21,22.12
$IMU,105492.900,-0.183,0.488,-0.183,0.00634,0.81152,0.63720,21.69
$HUM,105492.910,43.2,21.2
$BARO,105492.915,96264.82,22.12
$MAG,105492.915,0.021,0.036,-0.024,19.4
$BARO,105492.955,96267.16,22.12
