$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,9bab3c02b932c3477e1f0e7b
$COL,BARO,time,pressure,temperature
$UNIT,BARO,s,Pa,deg C
$COL,HUM,time,humidity,temperature
$UNIT,HUM,s,percent,deg C
$COL,MAG,time,x,y,z,temperature
$UNIT,MAG,s,gauss,gauss,gauss,deg C
$COL,IMU,time,wx,wy,wz,ax,ay,az,temperature
$UNIT,IMU,s,deg/s,deg/s,deg/s,g,g,g,deg C
$COL,TIME,time,tow,week
$UNIT,TIME,s,s,
$COL,VBAT,time,voltage
$UNIT,VBAT,s,volt
$DATA
$HUM,105354.389,46.7,19.8
$BARO,105354.404,96249.48,20.76
$BARO,105354.444,96262.06,20.76
$IMU,105354.449,-0.183,0.549,-0.183,0.00634,0.81054,0.63916,20.15
$HUM,105354.470,46.7,19.8
$MAG,105354.484,0.021,0.034,-0.007,17.7
$BARO,105354.485,96251.80,20.76
$IMU,105354.525,-0.183,0.549,-0.183,0.00585,0.81005,0.63867,20.17
$BARO,105354.526,96261.45,20.77
$HUM,105354.551,46.7,19.8
$BARO,105354.567,96256.63,20.77
$MAG,105354.584,0.012,0.031,-0.009,17.9
$IMU,105354.600,-0.183,0.549,-0.183,0.00634,0.81054,0.63916,20.17
$BARO,105354.607,96253.92,20.76
$HUM,105354.632,46.6,19.8
$BARO,105354.648,96259.72,20.76
$IMU,105354.676,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.18
$MAG,105354.684,0.018,0.033,-0.013,17.5
$BARO,105354.689,96254.87,20.77
$HUM,105354.713,46.5,19.8
$BARO,105354.729,96254.70,20.76
$IMU,105354.751,-0.183,0.549,-0.183,0.00585,0.81054,0.63916,20.15
$BARO,105354.770,96261.84,20.77
$MAG,105354.784,0.022,0.033,-0.009,17.7
$HUM,105354.794,46.7,19.8
$BARO,105354.811,96256.43,20.76
$IMU,105354.827,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.20
$BARO,105354.852,96258.16,20.77
$HUM,105354.876,46.7,19.8
$MAG,105354.884,0.019,0.028,-0.007,17.8
$BARO,105354.892,96254.29,20.77
$IMU,105354.902,-0.183,0.549,-0.183,0.00634,0.81201,0.63916,20.17
$BARO,105354.933,96259.33,20.77
$HUM,105354.957,46.5,19.8
$BARO,105354.974,96257.02,20.77
$IMU,105354.978,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.17
$MAG,105354.984,0.018,0.037,-0.009,17.8
$BARO,105355.015,96264.35,20.77
$HUM,105355.038,46.6,19.8
$VBAT,105355.051,3.903
$IMU,105355.053,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.17
$BARO,105355.055,96257.60,20.77
$MAG,105355.084,0.022,0.039,-0.016,17.8
$BARO,105355.096,96260.67,20.77
$HUM,105355.119,46.6,19.8
$IMU,105355.129,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.18
$BARO,105355.137,96253.70,20.78
$BARO,105355.178,96247.10,20.78
$MAG,105355.184,0.022,0.034,-0.015,17.8
$HUM,105355.200,46.5,19.8
$IMU,105355.205,-0.183,0.549,-0.183,0.00585,0.81054,0.63818,20.18
$BARO,105355.218,96247.51,20.77
$BARO,105355.259,96250.78,20.78
$IMU,105355.280,-0.183,0.549,-0.183,0.00585,0.81054,0.63916,20.16
$HUM,105355.282,46.6,19.8
$MAG,105355.284,0.021,0.039,-0.012,17.5
$BARO,105355.300,96258.53,20.77
$BARO,105355.340,96257.77,20.77
$TIME,105355.354,593689.000,2305
$IMU,105355.356,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.20
$HUM,105355.363,46.7,19.8
$BARO,105355.381,96252.92,20.78
$MAG,105355.385,0.016,0.046,-0.013,17.7
$BARO,105355.422,96259.11,20.78
$IMU,105355.431,-0.183,0.488,-0.183,0.00634,0.81054,0.63867,20.19
$HUM,105355.444,46.7,19.8
$BARO,105355.463,96262.62,20.77
$MAG,105355.485,0.010,0.036,-0.012,17.9
$BARO,105355.503,96251.19,20.77
$IMU,105355.507,-0.183,0.549,-0.183,0.00634,0.81152,0.63916,20.16
$HUM,105355.525,46.6,19.8
$BARO,105355.544,96256.80,20.78
$IMU,105355.582,-0.183,0.549,-0.183,0.00585,0.81103,0.63916,20.13
$BARO,105355.585,96259.11,20.78
$MAG,105355.585,0.030,0.027,-0.010,17.7
$HUM,105355.606,46.6,19.8
$BARO,105355.626,96248.07,20.78
$IMU,105355.658,-0.183,0.549,-0.183,0.00585,0.81054,0.63867,20.15
$BARO,105355.666,96255.82,20.78
$MAG,105355.685,0.022,0.043,-0.010,17.9
$HUM,105355.687,46.7,19.8
$BARO,105355.707,96258.33,20.78
$IMU,105355.733,-0.183,0.488,-0.183,0.00683,0.81005,0.63867,20.18
$BARO,105355.748,96245.73,20.78
$HUM,105355.769,46.6,19.8
$MAG,105355.785,0.019,0.033,-0.012,17.9
$BARO,105355.788,96251.17,20.78
$IMU,105355.809,-0.183,0.549,-0.183,0.00683,0.81103,0.63916,20.20
$BARO,105355.829,96258.92,20.78
$HUM,105355.850,46.8,19.8
$BARO,105355.870,96258.72,20.78
$IMU,105355.884,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.15
$MAG,105355.885,0.015,0.036,-0.019,17.8
$BARO,105355.911,96244.37,20.79
$HUM,105355.931,46.6,19.8
$BARO,105355.951,96256.02,20.78
$IMU,105355.960,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.20
$MAG,105355.985,0.021,0.027,-0.007,17.7
$BARO,105355.992,96251.92,20.79
$HUM,105356.012,46.7,19.8
$BARO,105356.033,96250.95,20.78
$IMU,105356.035,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.19
$BARO,105356.074,96249.41,20.79
$VBAT,105356.075,3.900
$MAG,105356.085,0.016,0.037,-0.009,17.7
$HUM,105356.093,46.7,19.8
$IMU,105356.111,-0.183,0.549,-0.183,0.00585,0.81152,0.63867,20.18
$BARO,105356.114,96252.12,20.79
$BARO,105356.155,96246.12,20.79
$HUM,105356.174,46.6,19.8
$MAG,105356.185,0.027,0.036,-0.012,17.7
$IMU,105356.186,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.17
$BARO,105356.196,96250.17,20.79
$BARO,105356.237,96247.27,20.79
$HUM,105356.256,46.6,19.8
$IMU,105356.262,-0.183,0.549,-0.183,0.00537,0.81054,0.63964,20.19
$BARO,105356.277,96256.97,20.79
$MAG,105356.285,0.024,0.037,-0.012,17.8
$BARO,105356.318,96250.95,20.79
$HUM,105356.337,46.7,19.8
$IMU,105356.337,-0.183,0.549,-0.183,0.00585,0.81054,0.63916,20.19
$TIME,105356.354,593690.000,2305
$BARO,105356.359,96246.32,20.79
$MAG,105356.385,0.016,0.037,-0.009,17.8
$BARO,105356.399,96254.82,20.79
$IMU,105356.413,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.22
$HUM,105356.418,46.7,19.8
$BARO,105356.440,96252.09,20.79
$BARO,105356.481,96250.56,20.79
$MAG,105356.485,0.021,0.031,-0.013,17.8
$IMU,105356.489,-0.183,0.549,-0.183,0.00634,0.81054,0.63916,20.18
$HUM,105356.499,46.5,19.8
$BARO,105356.522,96262.38,20.79
$BARO,105356.562,96251.51,20.79
$IMU,105356.564,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.20
$HUM,105356.580,46.7,19.8
$MAG,105356.585,0.024,0.039,-0.009,17.8
$BARO,105356.603,96254.60,20.79
$IMU,105356.640,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.21
$BARO,105356.644,96246.88,20.79
$HUM,105356.661,46.5,19.8
$BARO,105356.684,96255.99,20.79
$MAG,105356.685,0.022,0.037,-0.012,17.7
$IMU,105356.715,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.25
$BARO,105356.725,96253.82,20.79
$HUM,105356.743,46.5,19.8
$BARO,105356.766,96254.60,20.79
$MAG,105356.785,0.016,0.034,-0.007,17.7
$IMU,105356.791,-0.183,0.549,-0.183,0.00585,0.81103,0.63818,20.17
$BARO,105356.807,96252.65,20.80
$HUM,105356.824,46.6,19.8
$BARO,105356.847,96243.59,20.79
$IMU,105356.866,-0.183,0.549,-0.183,0.00683,0.81005,0.63867,20.21
$MAG,105356.885,0.010,0.036,-0.012,17.7
$BARO,105356.888,96245.88,20.80
$HUM,105356.905,46.5,19.8
$BARO,105356.929,96248.39,20.80
$IMU,105356.942,-0.183,0.549,-0.183,0.00585,0.81103,0.63916,20.23
$BARO,105356.970,96247.05,20.79
$MAG,105356.985,0.015,0.036,-0.010,17.8
$HUM,105356.986,46.5,19.8
$BARO,105357.010,96256.53,20.80
$IMU,105357.017,-0.183,0.549,-0.183,0.00585,0.81201,0.63916,20.23
$BARO,105357.051,96250.73,20.79
$HUM,105357.067,46.7,19.8
$VBAT,105357.081,3.900
$MAG,105357.085,0.015,0.034,-0.016,17.8
$BARO,105357.092,96246.46,20.80
$IMU,105357.093,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.23
$BARO,105357.133,96252.26,20.80
$HUM,105357.149,46.7,19.8
$IMU,105357.168,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.19
$BARO,105357.173,96246.27,20.80
$MAG,105357.185,0.019,0.033,-0.010,17.8
$BARO,105357.214,96248.00,20.80
$HUM,105357.230,46.5,19.8
$IMU,105357.244,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.22
$BARO,105357.255,96249.36,20.80
$MAG,105357.285,0.025,0.033,-0.012,17.8
$BARO,105357.296,96254.21,20.80
$HUM,105357.311,46.6,19.8
$IMU,105357.319,-0.183,0.549,-0.183,0.00634,0.81152,0.63916,20.22
$BARO,105357.336,96253.60,20.81
$TIME,105357.354,593691.000,2305
$BARO,105357.377,96254.38,20.80
$MAG,105357.385,0.016,0.033,-0.007,17.9
$HUM,105357.392,46.6,19.8
$IMU,105357.395,-0.183,0.549,-0.183,0.00634,0.81054,0.63916,20.22
$BARO,105357.418,96248.58,20.80
$BARO,105357.458,96250.31,20.80
$IMU,105357.470,-0.183,0.549,-0.183,0.00683,0.81054,0.63916,20.19
$HUM,105357.473,46.5,19.8
$MAG,105357.485,0.024,0.028,-0.018,17.7
$BARO,105357.499,96254.80,20.80
$BARO,105357.540,96254.38,20.80
$IMU,105357.546,-0.183,0.549,-0.183,0.00634,0.81054,0.63916,20.19
$HUM,105357.554,46.6,19.9
$BARO,105357.581,96251.29,20.80
$MAG,105357.585,0.012,0.033,-0.007,17.8
$BARO,105357.621,96245.85,20.80
$IMU,105357.622,-0.183,0.549,-0.183,0.00537,0.81103,0.63867,20.22
$HUM,105357.635,46.6,19.8
$BARO,105357.662,96253.41,20.80
$MAG,105357.686,0.024,0.042,-0.016,17.7
$IMU,105357.697,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.19
$BARO,105357.703,96252.46,20.81
$HUM,105357.717,46.4,19.8
$BARO,105357.744,96252.26,20.80
$IMU,105357.773,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.20
$BARO,105357.784,96244.90,20.81
$MAG,105357.786,0.019,0.036,-0.016,17.8
$HUM,105357.798,46.6,19.8
$BARO,105357.825,96250.48,20.81
$IMU,105357.848,-0.183,0.549,-0.183,0.00683,0.81054,0.63916,20.19
$BARO,105357.866,96251.26,20.81
$HUM,105357.879,46.5,19.8
$MAG,105357.886,0.015,0.033,-0.007,17.9
$BARO,105357.907,96249.51,20.81
$IMU,105357.924,-0.183,0.549,-0.183,0.00585,0.81054,0.63867,20.18
$BARO,105357.947,96246.80,20.81
$HUM,105357.960,46.6,19.8
$MAG,105357.986,0.013,0.039,-0.012,17.8
$BARO,105357.988,96245.46,20.81
$IMU,105357.999,-0.183,0.549,-0.183,0.00634,0.81054,0.63916,20.22
$BARO,105358.029,96262.11,20.81
$HUM,105358.041,46.6,19.9
$BARO,105358.069,96247.58,20.81
$IMU,105358.075,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.21
$MAG,105358.086,0.021,0.034,-0.009,17.7
$VBAT,105358.087,3.892
$BARO,105358.110,96246.22,20.81
$HUM,105358.123,46.5,19.9
$IMU,105358.150,-0.183,0.549,-0.183,0.00634,0.81054,0.63916,20.23
$BARO,105358.151,96251.07,20.81
$MAG,105358.186,0.015,0.028,-0.013,17.9
$BARO,105358.192,96247.58,20.81
$HUM,105358.204,46.6,19.9
$IMU,105358.226,-0.183,0.488,-0.183,0.00585,0.81152,0.63867,20.24
$BARO,105358.232,96255.14,20.81
$BARO,105358.273,96252.80,20.81
$HUM,105358.285,46.5,19.9
$MAG,105358.286,0.019,0.036,-0.021,17.8
$IMU,105358.301,-0.183,0.549,-0.183,0.00683,0.81103,0.63867,20.22
$BARO,105358.314,96261.89,20.82
$TIME,105358.354,593692.000,2305
$BARO,105358.355,96262.89,20.81
$HUM,105358.366,46.5,19.8
$IMU,105358.377,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.16
$MAG,105358.386,0.022,0.034,-0.018,17.9
$BARO,105358.395,96250.46,20.82
$BARO,105358.436,96254.55,20.81
$HUM,105358.447,46.6,19.9
$IMU,105358.452,-0.183,0.549,-0.183,0.00585,0.81103,0.63916,20.22
$BARO,105358.477,96251.07,20.81
$MAG,105358.486,0.012,0.036,-0.010,17.8
$BARO,105358.518,96256.48,20.81
$IMU,105358.528,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.25
$HUM,105358.529,46.5,19.8
$BARO,105358.558,96240.78,20.82
$MAG,105358.586,0.015,0.034,-0.015,17.9
$BARO,105358.599,96252.41,20.81
$IMU,105358.603,-0.183,0.549,-0.183,0.00634,0.81054,0.63964,20.20
$HUM,105358.610,46.3,19.8
$BARO,105358.640,96247.75,20.82
$IMU,105358.679,-0.183,0.549,-0.183,0.00683,0.81152,0.63867,20.28
$BARO,105358.681,96246.39,20.82
$MAG,105358.686,0.010,0.033,-0.012,17.8
$HUM,105358.691,46.7,19.9
$BARO,105358.721,96246.19,20.82
$IMU,105358.754,-0.183,0.549,-0.183,0.00634,0.81054,0.63964,20.23
$BARO,105358.762,96248.14,20.82
$HUM,105358.772,46.5,19.9
$MAG,105358.786,0.016,0.037,-0.010,17.8
$BARO,105358.803,96248.73,20.82
$IMU,105358.830,-0.183,0.549,-0.183,0.00634,0.81201,0.63867,20.22
$BARO,105358.843,96254.34,20.82
$HUM,105358.853,46.5,19.8
$BARO,105358.884,96250.26,20.82
$MAG,105358.887,0.012,0.034,-0.007,17.9
$IMU,105358.905,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.26
$BARO,105358.925,96248.70,20.82
$HUM,105358.934,46.4,19.9
$BARO,105358.966,96255.68,20.83
$IMU,105358.981,-0.183,0.549,-0.183,0.00585,0.81054,0.63964,20.23
$MAG,105358.987,0.019,0.037,-0.012,17.9
$BARO,105359.006,96244.83,20.82
$HUM,105359.016,46.6,19.9
$BARO,105359.047,96261.67,20.83
$IMU,105359.057,-0.183,0.549,-0.183,0.00683,0.81103,0.63818,20.23
$MAG,105359.087,0.019,0.034,-0.010,17.8
$BARO,105359.088,96251.61,20.83
$HUM,105359.097,46.6,19.9
$VBAT,105359.106,3.892
$BARO,105359.129,96240.98,20.82
$IMU,105359.132,-0.183,0.549,-0.183,0.00683,0.81103,0.63916,20.23
$BARO,105359.169,96245.58,20.83
$HUM,105359.178,46.5,19.9
$MAG,105359.187,0.018,0.037,-0.015,17.8
$IMU,105359.208,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.20
$BARO,105359.210,96253.92,20.83
$BARO,105359.251,96243.66,20.83
$HUM,105359.259,46.7,19.9
$IMU,105359.283,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.22
$MAG,105359.287,0.018,0.036,-0.016,17.7
$BARO,105359.291,96245.00,20.83
$BARO,105359.332,96252.19,20.83
$HUM,105359.340,46.4,19.8
$TIME,105359.354,593693.000,2305
$IMU,105359.359,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.22
$BARO,105359.373,96246.36,20.83
$MAG,105359.387,0.016,0.027,-0.010,17.9
$BARO,105359.414,96258.19,20.83
$HUM,105359.422,46.6,19.8
$IMU,105359.434,-0.183,0.549,-0.183,0.00585,0.81054,0.63867,20.23
$BARO,105359.454,96255.87,20.83
$MAG,105359.487,0.016,0.028,-0.013,17.8
$BARO,105359.495,96252.00,20.83
$HUM,105359.503,46.5,19.9
$IMU,105359.510,-0.183,0.549,-0.183,0.00585,0.81054,0.63867,20.25
$BARO,105359.536,96253.14,20.83
$BARO,105359.577,96255.29,20.83
$HUM,105359.584,46.5,19.9
$IMU,105359.585,-0.183,0.549,-0.183,0.00585,0.81054,0.63916,20.29
$MAG,105359.587,0.018,0.036,-0.010,17.9
$BARO,105359.617,96257.21,20.83
$BARO,105359.658,96261.09,20.83
$IMU,105359.661,-0.183,0.549,-0.183,0.00585,0.81103,0.63867,20.23
$HUM,105359.665,46.6,19.8
$MAG,105359.687,0.030,0.040,-0.009,17.8
$BARO,105359.699,96241.90,20.83
$IMU,105359.736,-0.183,0.488,-0.183,0.00634,0.81103,0.63867,20.23
$BARO,105359.740,96250.24,20.83
$HUM,105359.746,46.6,19.8
$BARO,105359.780,96250.61,20.84
$MAG,105359.787,0.018,0.033,-0.010,17.7
$IMU,105359.812,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.24
$BARO,105359.821,96247.51,20.84
$HUM,105359.828,46.6,19.8
$BARO,105359.862,96250.24,20.83
$MAG,105359.887,0.030,0.030,-0.016,17.8
$IMU,105359.887,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.26
$BARO,105359.903,96251.00,20.83
$HUM,105359.909,46.5,19.9
$BARO,105359.943,96251.19,20.84
$IMU,105359.963,-0.183,0.549,-0.183,0.00585,0.81152,0.63867,20.27
$BARO,105359.984,96258.55,20.84
$MAG,105359.988,0.022,0.040,-0.015,17.9
$HUM,105359.990,46.5,19.9
$BARO,105360.025,96246.56,20.83
$IMU,105360.038,-0.183,0.549,-0.183,0.00683,0.81152,0.63867,20.25
$BARO,105360.066,96254.87,20.84
$HUM,105360.071,46.5,19.8
$MAG,105360.088,0.018,0.037,-0.003,17.8
$BARO,105360.106,96255.65,20.84
$IMU,105360.114,-0.183,0.549,-0.183,0.00683,0.81103,0.63964,20.28
$VBAT,105360.117,3.890
$BARO,105360.147,96252.73,20.84
$HUM,105360.152,46.6,19.9
$BARO,105360.188,96250.00,20.84
$MAG,105360.188,0.025,0.037,-0.010,17.9
$IMU,105360.190,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.22
$BARO,105360.228,96256.02,20.84
$HUM,105360.233,46.5,19.8
$IMU,105360.265,-0.183,0.549,-0.183,0.00585,0.81152,0.63916,20.23
$BARO,105360.269,96250.97,20.84
$MAG,105360.288,0.021,0.034,-0.015,17.8
$BARO,105360.310,96251.97,20.84
$HUM,105360.315,46.5,19.9
$IMU,105360.341,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.24
$BARO,105360.351,96246.93,20.84
$TIME,105360.354,593694.000,2305
$MAG,105360.388,0.025,0.037,-0.009,17.8
$BARO,105360.391,96249.83,20.84
$HUM,105360.396,46.6,19.9
$IMU,105360.416,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.28
$BARO,105360.432,96255.24,20.84
$BARO,105360.473,96254.26,20.84
$HUM,105360.477,46.5,19.9
$MAG,105360.488,0.012,0.036,-0.004,17.9
$IMU,105360.492,-0.183,0.549,-0.183,0.00732,0.81103,0.63818,20.26
$BARO,105360.514,96248.66,20.84
$BARO,105360.554,96249.24,20.84
$HUM,105360.558,46.6,19.9
$IMU,105360.567,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.26
$MAG,105360.588,0.015,0.037,-0.012,17.8
$BARO,105360.595,96253.48,20.84
$BARO,105360.636,96262.40,20.84
$HUM,105360.639,46.4,19.8
$IMU,105360.643,-0.183,0.549,-0.183,0.00537,0.81103,0.63916,20.27
$BARO,105360.676,96250.78,20.84
$MAG,105360.688,0.018,0.036,-0.009,17.8
$BARO,105360.717,96248.46,20.84
$IMU,105360.718,-0.183,0.488,-0.183,0.00585,0.81054,0.63867,20.24
$HUM,105360.720,46.5,19.9
$BARO,105360.758,96252.51,20.84
$MAG,105360.788,0.016,0.028,-0.006,17.7
$IMU,105360.794,-0.183,0.549,-0.183,0.00585,0.81054,0.63867,20.25
$BARO,105360.799,96256.77,20.84
$HUM,105360.802,46.6,19.9
$BARO,105360.839,96252.90,20.85
$IMU,105360.869,-0.183,0.549,-0.183,0.00683,0.81152,0.63916,20.26
$BARO,105360.880,96251.17,20.85
$HUM,105360.883,46.5,19.9
$MAG,105360.889,0.018,0.040,-0.012,17.9
$BARO,105360.921,96253.09,20.85
$IMU,105360.945,-0.183,0.549,-0.183,0.00634,0.81201,0.63916,20.26
$BARO,105360.962,96257.14,20.85
$HUM,105360.964,46.5,19.9
$MAG,105360.989,0.018,0.040,-0.012,17.9
$BARO,105361.002,96250.58,20.84
$IMU,105361.020,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.26
$BARO,105361.043,96259.48,20.85
$HUM,105361.045,46.5,19.9
$BARO,105361.084,96260.65,20.85
$MAG,105361.089,0.019,0.033,-0.006,17.7
$IMU,105361.096,-0.183,0.549,-0.183,0.00683,0.81103,0.63818,20.30
$BARO,105361.124,96253.65,20.85
$HUM,105361.126,46.5,19.9
$VBAT,105361.135,3.892
$BARO,105361.165,96262.18,20.85
$IMU,105361.171,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.32
$MAG,105361.189,0.019,0.039,-0.009,17.8
$BARO,105361.206,96255.02,20.85
$HUM,105361.207,46.6,19.9
$BARO,105361.247,96250.95,20.85
$IMU,105361.247,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.31
$BARO,105361.287,96249.58,20.86
$HUM,105361.289,46.6,19.9
$MAG,105361.289,0.012,0.040,-0.012,17.8
$IMU,105361.322,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.29
$BARO,105361.328,96251.73,20.85
$TIME,105361.354,593695.000,2305
$BARO,105361.369,96260.04,20.85
$HUM,105361.370,46.6,19.9
$MAG,105361.389,0.010,0.042,-0.012,17.7
$IMU,105361.398,-0.183,0.549,-0.183,0.00585,0.81103,0.63916,20.24
$BARO,105361.410,96252.09,20.85
$BARO,105361.450,96253.26,20.85
$HUM,105361.451,46.5,19.9
$IMU,105361.474,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.31
$MAG,105361.489,0.025,0.034,-0.018,17.9
$BARO,105361.491,96242.03,20.85
$BARO,105361.532,96262.18,20.85
$HUM,105361.532,46.5,19.9
$IMU,105361.549,-0.183,0.549,-0.183,0.00585,0.81005,0.63916,20.28
$BARO,105361.572,96255.02,20.85
$MAG,105361.589,0.019,0.033,-0.010,17.9
$BARO,105361.613,96259.09,20.85
$HUM,105361.613,46.4,19.9
$IMU,105361.625,-0.183,0.549,-0.183,0.00585,0.81103,0.63818,20.30
$BARO,105361.654,96252.09,20.86
$MAG,105361.689,0.027,0.030,-0.021,17.9
$BARO,105361.695,96259.06,20.86
$HUM,105361.695,46.4,19.9
$IMU,105361.700,-0.183,0.549,-0.183,0.00634,0.81054,0.63818,20.32
$BARO,105361.735,96249.19,20.85
$BARO,105361.776,96260.01,20.86
$HUM,105361.776,46.4,19.9
$IMU,105361.776,-0.183,0.549,-0.183,0.00683,0.81201,0.63867,20.27
$MAG,105361.789,0.021,0.037,-0.012,17.9
$BARO,105361.817,96247.83,20.86
$IMU,105361.851,-0.183,0.488,-0.183,0.00585,0.81103,0.63964,20.32
$BARO,105361.857,96252.65,20.86
$HUM,105361.857,46.5,19.9
$MAG,105361.889,0.024,0.025,-0.012,17.9
$BARO,105361.898,96251.90,20.86
$IMU,105361.927,-0.183,0.549,-0.183,0.00683,0.81103,0.63916,20.25
$HUM,105361.938,46.4,19.9
$BARO,105361.939,96250.56,20.86
$BARO,105361.980,96250.92,20.86
$MAG,105361.989,0.025,0.028,-0.015,17.7
$IMU,105362.002,-0.183,0.549,-0.183,0.00634,0.81103,0.63964,20.26
$HUM,105362.019,46.4,19.9
$BARO,105362.020,96253.46,20.86
$BARO,105362.061,96249.56,20.86
$IMU,105362.078,-0.183,0.549,-0.183,0.00585,0.81152,0.63867,20.28
$MAG,105362.090,0.016,0.037,-0.012,17.9
$HUM,105362.101,46.5,19.9
$BARO,105362.102,96248.39,20.86
$BARO,105362.143,96247.41,20.86
$IMU,105362.153,-0.183,0.549,-0.183,0.00683,0.81103,0.63867,20.31
$VBAT,105362.174,3.898
$HUM,105362.182,46.5,19.9
$BARO,105362.183,96250.70,20.86
$MAG,105362.190,0.019,0.031,-0.016,17.9
$BARO,105362.224,96254.97,20.87
$IMU,105362.229,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.28
$HUM,105362.263,46.5,19.9
$BARO,105362.265,96257.70,20.86
$MAG,105362.290,0.018,0.039,-0.013,17.9
$IMU,105362.304,-0.183,0.549,-0.183,0.00585,0.81103,0.63916,20.32
$BARO,105362.305,96258.84,20.87
$HUM,105362.344,46.5,19.9
$BARO,105362.346,96256.72,20.86
$TIME,105362.354,593696.000,2305
$IMU,105362.380,-0.183,0.549,-0.183,0.00585,0.81054,0.63916,20.27
$BARO,105362.387,96246.46,20.86
$MAG,105362.390,0.016,0.033,-0.016,17.9
$HUM,105362.425,46.5,19.9
$BARO,105362.428,96258.65,20.87
$IMU,105362.455,-0.183,0.549,-0.183,0.00634,0.81103,0.63916,20.27
$BARO,105362.468,96257.50,20.86
$MAG,105362.490,0.016,0.037,-0.015,17.9
$HUM,105362.506,46.4,19.9
$BARO,105362.509,96253.02,20.87
$IMU,105362.531,-0.183,0.549,-0.183,0.00634,0.81054,0.63916,20.26
$BARO,105362.550,96254.21,20.87
$HUM,105362.588,46.5,19.9
$BARO,105362.590,96254.36,20.87
$MAG,105362.590,0.027,0.039,-0.012,17.8
$IMU,105362.606,-0.183,0.549,-0.183,0.00585,0.81103,0.63916,20.30
$BARO,105362.631,96251.46,20.87
$HUM,105362.669,46.4,19.9
$BARO,105362.672,96257.65,20.87
$IMU,105362.682,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.30
$MAG,105362.690,0.019,0.027,-0.006,17.8
$BARO,105362.713,96252.07,20.86
$HUM,105362.750,46.4,19.9
$BARO,105362.753,96249.14,20.87
$IMU,105362.758,-0.183,0.549,-0.183,0.00634,0.81152,0.63818,20.29
$MAG,105362.790,0.030,0.037,-0.016,17.9
$BARO,105362.794,96254.19,20.87
$HUM,105362.831,46.5,19.9
$IMU,105362.833,-0.183,0.549,-0.183,0.00634,0.81103,0.63867,20.30
$BARO,105362.835,96259.99,20.87
$BARO,105362.876,96255.70,20.88
$MAG,105362.890,0.024,0.046,-0.013,17.8
$IMU,105362.909,-0.183,0.549,-0.183,0.00585,0.81103,0.63916,20.26
$HUM,105362.912,46.4,19.9
$BARO,105362.916,96258.45,20.87
$BARO,105362.957,96249.12,20.88
$IMU,105362.984,-0.183,0.549,-0.183,0.00683,0.81152,0.63867,20.34
$MAG,105362.990,0.010,0.034,-0.009,17.9
$HUM,105362.993,46.6,19.9
$BARO,105362.998,96257.07,20.88
$BARO,105363.039,96245.44,20.88
$IMU,105363.060,-0.183,0.549,-0.183,0.00634,0.81054,0.63867,20.28
$HUM,105363.075,46.4,19.9
$BARO,105363.079,96259.41,20.87
$MAG,105363.090,0.024,0.037,-0.006,17.8
$BARO,105363.120,96260.38,20.87
$IMU,105363.135,-0.183,0.549,-0.183,0.00634,0.81152,0.63867,20.29
$HUM,105363.156,46.4,19.9
